isolate	pub_id	Seg-1	Seg-2	Seg-3	Seg-4	Seg-5	Seg-6	Seg-7	Seg-8	Seg-9	Seg-10	host	country	collection_year	collection_month	collection_month_day	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells	clinical_symptoms		
BTV4/ISR-1862/2/14	UP		KP318796									Bos taurus	Israel	2014	SEP		field							
BTV4/ISR-1894/12								KY513444				Ovis aries	Israel	2014	APR	12	field		blood					
BTV4/ISR-1980/2/15			KY513445									Bos taurus	Israel	2015	OCT	15	field		blood					
BTV4/ISR-2096/9/15			KY513446									Capra aegagrus hircus	Israel	2015	OCT	25	field		blood					
BTV4/ISR-2114/15			KY513458									Bos taurus	Israel	2015	NOV	15	field		blood					
BTV4/ISR-2142/14	UP		KP318789									Bos taurus	Israel	2014	OCT		field							
BTV4/ISR-2144/09		KY513463						KY513464				Bos taurus	Israel	2009	MAY	10	field		blood					
BTV4/ISR-2179/1/14	UP		KP318790									Ovis aries	Israel	2014	OCT		field							
BTV4/ISR-2179/2/14	UP		KP318791									Ovis aries	Israel	2014	OCT		field							
BTV4/ISR-2253/14	UP		KP318792									Bos taurus	Israel	2014	OCT		field							
BTV4/ISR-2269/14	UP		KP318793									Bos taurus	Israel	2014	OCT		field							
BTV4/ISR-2274/15			KY513447									Ovis aries	Israel	2015	NOV	25	field		blood					
BTV4/ISR-2277/2/14	UP		KP318794									Ovis aries	Israel	2014	OCT		field							
BTV4/Israel/1035/2010	UP		JN564041									Bos taurus	Israel	2010	JAN		field							
BTV4/Israel/1047/2010	UP		JN564042									Bos taurus	Israel	2010	JAN		field							
BTV4/Israel/2196/2010	UP		JN564043									Ovis aries	Israel	2010	SEP		field							
BTV4/Israel/3020/2010	UP		JN564044									Bos taurus	Israel	2010	NOV		field							
BTV4SA_S9	11682128									AF403423														
BTV5/10.01 (5119)	UP		HQ241072									Bos taurus	Guadeloupe	2010	MAY		field		blood					
BTV5/1405/11	UP			KM365258						JQ970449	KF584205	Bos taurus	Israel	2011	MAY	15	field		blood	E1-3BHK?V?	Mammalian			
BTV5/ISR-1657/2/15			KY513460		KY513461							Bos taurus	Israel	2015	JUL	20	field		blood					
BTV5/ISR-1955/15			KY513448									Ovis aries	Israel	2015	OCT	10	field		blood					
BTV5/ISR-2026/1/15			KY513449									Bos taurus	Israel	2015	OCT	12	field		blood					
BTV5/ISR-2055/15			KY513450									Ovis aries	Israel	2015	OCT	15	field		blood					
BTV5/ISR-2095/15			KY513451									Bos taurus	Israel	2015	OCT	20	field		blood					
BTV5/ISR-2144/1/15			KY513452									Bos taurus	Israel	2015	NOV	15	field		blood					
BTV5/ISR-2314/15			KY513453									Bos taurus	Israel	2015	DEC	5	field		blood					
BTV6/12.01	UP		JX965385									Ovis aries	French Guiana	2012	FEB		field		blood	KC?BHK?	Culicoides-Mammalian			
BTV8-15-01 (7138)	27081120	KU569990	KU569991	KU569992	KU569993	KU569994	KU569995	KU569996	KU569997	KU569998	KU569999	Ovis aries	France	2015	SEP	9	field	Allier	blood	BSR1	Mammalian			
BTV8/1206/10_blood	UP										KF584206	Bos taurus	Israel	2010	FEB	16	field		blood					
BTV8/1206/10_blood	UP			KM365257								Bos taurus	Israel	2010	FEB		field		blood					
BTV8/1206/10_spleen	UP	KF017504										Bos taurus	Israel	2010	FEB	16	field		spleen					
BTV8/1243/Israel/2010	UP		JN544065									Bos taurus	Israel	2010	FEB		field							
BTV8/1306/Israel/2010	UP		JN544066									Capra aegagrus hircus	Israel	2010	MAR		field							
BTV8/1457/Israel/2010	UP		JN544067									Ovis aries	Israel	2010	APR		field							
BTV8/1603/Israel/2010	UP		JN544068									Bos taurus	Israel	2010	MAY	10	field							
BTV8/1607/Israel/2010	UP		JN544069									Bos taurus	Israel	2010	MAY		field							
BTV8/1750/Israel/2010	UP		JN544070									Ovis aries	Israel	2010	JUN		field							
BTV8/1788/Israel/2010	UP		JN544071									Bos taurus	Israel	2010	JUN		field							
BTV8/1823/Israel/2010	UP		JN544073									Bos taurus	Israel	2010	JUL		field							
BTV8/1957/1/10	UP	KF017505										Bos taurus	Israel	2010	JUL	28	field		blood					
BTV8/1992/Israel/2010	UP		JN544074									Bos taurus	Israel	2010	JUL		field							
BTV8/2089/2/10	UP	KF017506										Ovis aries	Israel	2010	AUG	30	field		blood					
BTV8/2120/10	UP	KF017507								JQ970452		Bos taurus	Israel	2010	SEP		field		blood	E1-3BHK?V?	Mammalian			
BTV8/2646/3/10	UP	KF017508										Ovis aries	Israel				field		blood					
BTV8/2876/Israel/2010	UP		JN544075									Bos taurus	Israel	2010	OCT		field							
BTV8/2944/2/10	UP	KF584207										Ovis aries	Israel	2010	NOV	7	field		blood					
BTV8/2944/2/Israel/2010	UP		JN544076									Ovis aries	Israel	2010	NOV		field		blood					
BTV8/3027/2/10_NOV	UP			KM365256						JQ970454		Ovis aries	Israel	2010	NOV		field		blood	E1-3BHK?V?	Mammalian			
BTV8/3027/2/10_OCT	UP	KF017509										Ovis aries	Israel	2010	OCT	14	field		blood					
BTV8/3041/1/09	UP	KF584208										Ovis aries	Israel	2009	OCT	1	field		blood					
BTV8/ISR-1625/2/16			KY513454									Bos taurus	Israel	2016	JUN	20	field		blood					
BTV8/ISR-1625/3/16			KY513455									Bos taurus	Israel	2016	JUN	20	field		blood					
BTV9 HON1991/502325	29120297	KY091947	KY092145	KY092136	KY092109	KY092080	KY092038	KY092028	KY092001	KY091974	KY091920		Honduras	1991			field	Honduras		E1CPAE?BHK?	Mammalian			
BTV9 PAN1989/502130	29120297	KY091948	KY092146	KY092137	KY092110	KY092081	KY092039	KY092029	KY092002	KY091975	KY091921		Panama	1989			field	Panama		E1CPAE?BHK?	Mammalian			
BTV9/1861/15	27171751	KT946755	KU710717										Israel	2015	SEP	1	field		blood					
BTVVACSA	UP									DQ832170			South Africa	2003			vaccine			E?BHK?	Mammalian			
BUL1999/01	26252219	KP820959	KP821079	KP821201	KP821321	KP821441	KP821561	KP821683	KP821803	KP821923	KP822044		Bulgaria	1999	SEP	29	field			E1BHK5	Mammalian			
BUL1999/01	20422575		AJ585170										Bulgaria	1999			field							
BUL1999/01	19649272			DQ186797									Bulgaria	1999	SEP	29	field			E1BHK5	Mammalian			
BUL1999/01	UP					AM778444								1999	SEP	29	field			E1BHK5	Mammalian			
C1333	UP		KP195132									Bos taurus	China	2013	SEP	11	field		blood					
C1349	UP		KP195128									Bos taurus	China	2014	NOV	14	field		blood					
C1402	UP		KP195137									Bos taurus	China	2014	APR	24	field		blood					
C1417	UP		KP195136									Bos taurus	China	2014	APR	24	field		blood					
C1519	UP									DQ289046			Australia				field							
C4775	UP		KP195127									Bos taurus	China	2014	NOV	14	field		blood					
C7	UP		KP195131									Bos taurus	China	2014	NOV	14	field		blood					
C8	UP		KP195126									Bos taurus	China	2014	NOV	14	field		blood					
CA-8	2544660, 3029984, 3009695, 2998117, 3025349		NC_006013	NC_006014			NC_006010		NC_006007	NC_006008	NC_006015	Ovis aries	USA	1953			field	California						
CAR1982/01	26252219	KP820878	KP820998	KP821120	KP821240	KP821360	KP821480	KP821602	KP821722	KP821843	KP821963	Ovis aries	Cameroon	1982	OCT	29	field			E1BHK3	Mammalian			
CAR1982/01	20422575		AJ585119										Cameroon	1982			field							
CAR1982/02	UP		AJ585181				AJ586701						Cameroon	1982	OCT	26	field			LN?E1BHK3	Mammalian			
CAR1982/04	26252219	KP820974	KP821094	KP821216	KP821336	KP821456	KP821576	KP821698	KP821818	KP821938	KP822059		Cameroon	1982	JAN	14	field			E2BHK3	Mammalian			
CAR1982/04	17586061	EF059731	AJ585186				AJ586715						Cameroon	1982	JAN	14	field			E2BHK3	Mammalian			
CASIB2433	30473345		KX267964									Mazama nana	Brazil	2015			field		spleen,lymph nodes,lung, blood					
CASIB2534	30473345		KX267966									Mazama nana	Brazil	2015			field		spleen,lymph nodes,lung, blood					
CASIB2583	30473345		KX267965									Mazama nana	Brazil	2015			field		spleen,lymph nodes,lung, blood					
Cattle/2010/Ind/Hisar	UP		JQ904063									Bos taurus	India		FEB	20	field	Tamil Nadu	blood	BHK?	Mammalian			
Chennai	UP										AY366302		India											
Chennai	15621660		AY559061									Ovis aries	India				field							
Chennai/03/Ind	25703157		KF563932									Ovis aries	India				field	Thoothukkudi-Tamil Nadu	blood					
Chittoor 2/1995	UP							DQ399837				Ovis aries	India				field	Chittoor						
CHT-03/2007	29120083		KY947343									Ovis aries	India	2007	AUG		field	Andhra Pradesh	blood	KC?BHK?	Culicoides-Mammalian	yes		
CHT1/IND	UP		JQ037812									Ovis aries	India				field		blood					
CHT5/IND	UP		JN106023									Ovis aries	India		OCT		field	Chitoor-Andhra Pradesh	blood					
Cooktown	22514341	JQ240321	JQ240322	JQ240323	JQ240324	JQ240325	JQ240326	JQ240327	JQ240328	JQ240329	JQ240330	Bos taurus	Australia	2010			field	Cooktown-Queensland	blood					
COR2003/02 (FRA2003-03.124)	26252219	KP820929	KP821049	KP821171	KP821291	KP821411	KP821531	KP821653	KP821773	KP821893	KP822014		France	2003			field	Corsica		E1BHK3	Mammalian			
COR2003/06 (FRA2003-200)	26252219	KP820930	KP821050	KP821172	KP821292	KP821412	KP821532	KP821654	KP821774	KP821894	KP822015		France	2003			field	Corsica		E1BHK4	Mammalian			
COR2004/01	26252219	KP820868	KP820988	KP821110	KP821230	KP821350	KP821470	KP821592	KP821712	KP821832	KP821953	Ovis aries	France	2004			field	Corsica	blood	E1BHK3	Mammalian			
Corsica	17280733		AY839945					AY839949				Ovis aries	France	2003			field	Corsica						
Corsica	17280733								AY857499		AY857503	Ovis aries	France	2003			field	Corsica						
Corsican bluetongue virus	UP	AY154458		AY124371	AY129085		AY129083	AY079124	AY124372	AY124373			France	2001			field	Corsica						
Corsican bluetongue virus serotype 2 (2000)	UP										AF481092	Ovis aries	France	2000			field	Corsica						
Corsican bluetongue virus serotype 2 (2001)	UP										AF481093	Ovis aries	France	2001			field	Corsica						
Corsican strain 2000	12036242		AF356601					AF346302				Ovis aries	France	2000			field	Corsica						
CS156	20422566			AY322428						DQ289041		Bos taurus	Australia				field		blood	E?C6/36?BHK?	Mammalian			
CSIRO 154	UP	JX272409	JX272410	JX272411	JX272412	JX272413	JX272414	JX272415	JX272416	JX272417	JX272418		South Africa											
CSIRO 19	1335630					X56735							Australia											
CSIRO154	21450948	HQ397600	L46684									Bos taurus	Australia				field							
CSIRO156	22514341	JN881985	JN881986	JN881987	JN881988	JN881989	JN881990	JN881991	JN881992	JN881993	JN881994	Bos taurus	Australia	1979			field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian			
CSIRO156	21450948	HQ397596	M21844									Bos taurus	Australia				field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian			
CSIRO19	22514341	JQ086251	JQ086252	JQ086253	JQ086254	JQ086255	JQ086256	JQ086257	JQ086258	JQ086259	JQ086260	Culicoides	Australia	1977			field	Beatrice Hill-Northern Territory	Culicoides sp.	MOUSE1BHK17	Mammalian			
CSIRO19	21450948	HQ397599										Culicoides	Australia				field							
CU-NAU/IND/2010	UP		JQ478482									Culicoides	India		JUL	22	field	Navsari-Gujarat	Culicoides sp.					
CYP1958/01	26252219	KP820918	KP821038	KP821160	KP821280	KP821400	KP821520	KP821642	KP821762	KP821882	KP822003		Cyprus	1958	MAR		field			BHK?	Mammalian			
CYP1969/01	26252219	KP820920	KP821040	KP821162	KP821282	KP821402	KP821522	KP821644	KP821764	KP821884	KP822005	Bos taurus	Cyprus	1969			field		blood	BHK8	Mammalian			
CYP1969/01-(ASOT-1)	20422575		AJ585180				AJ586678						Cyprus	1969			field							
CYP2004/01	26252219	KP820865	KP820985	KP821107	KP821227	KP821347	KP821467	KP821589	KP821709	KP821829	KP821950	Ovis aries	Cyprus	2004	FEB	12	field	Ammochostos-Achna	blood	VIBHK4	Mammalian			
CYP2004/01	19649272			DQ186798								Ovis aries	Cyprus	2004	FEB	12	field	Ammochostos-Achna	blood	VIBHK4	Mammalian			
CYP2004/03	26252219	KP820921	KP821041	KP821163	KP821283	KP821403	KP821523	KP821645	KP821765	KP821885	KP822006	Ovis aries	Cyprus	2004	FEB	12	field	Ammochostos	spleen	CPAE1BHK6	Mammalian			
CYP2004/03	19649272			DQ186799								Ovis aries	Cyprus	2004	FEB	12	field	Ammochostos	spleen	CPAE1BHK6	Mammalian			
CYP2006/01	26252219	KP820866	KP820986	KP821108	KP821228	KP821348	KP821468	KP821590	KP821710	KP821830	KP821951	Bos taurus	Cyprus	2006	OCT		field	Athalassa	blood	E1BHK2	Mammalian			
CYP2010/03	26252219	KP820867	KP820987	KP821109	KP821229	KP821349	KP821469	KP821591	KP821711	KP821831	KP821952	Bos taurus	Cyprus	2010	NOV	18	field	Nicosia	blood	KC1	Culicoides sp.			
CYP2011/01	26252219	KP820922	KP821042	KP821164	KP821284	KP821404	KP821524	KP821646	KP821766	KP821886	KP822007	Ovis aries	Cyprus	2011	OCT	20	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides sp.			
CYP2011/02	26252219	KP820923	KP821043	KP821165	KP821285	KP821405	KP821525	KP821647	KP821767	KP821887	KP822008	Ovis aries	Cyprus	2011	OCT	20	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides sp.			
CYP2011/03	26252219	KP820924	KP821044	KP821166	KP821286	KP821406	KP821526	KP821648	KP821768	KP821888	KP822009	Ovis aries	Cyprus	2011	OCT	20	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides sp.			
CYP2011/04	26252219	KP820925	KP821045	KP821167	KP821287	KP821407	KP821527	KP821649	KP821769	KP821889	KP822010	Ovis aries	Cyprus	2011	OCT	21	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides sp.			
CYP2011/05	26252219	KP820926	KP821046	KP821168	KP821288	KP821408	KP821528	KP821650	KP821770	KP821890	KP822011	Ovis aries	Cyprus	2011	OCT	21	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides sp.			
D	26318174										HQ719213	Ovis aries	India				field							
D151	29169390	KY485095	MF384498	MF384560	MF384622	MF384684	MF384746	MF384808	MF384870	MF384930	MF384971		Indonesia	1990			field	West Java	blood			No		
Dehradoon	UP							AJ277802				Ovis aries	India					Dehradoon						
Dehradun	19936612		AY643505				AY643508					Ovis aries	India		MAY		field	Dehradun-Uttar Pradesh	blood 	BHK?	Mammalian			
DKL46/11/Ind	30250358		KY934048									Capra aegagrus hircus	India	2011			field	Dhenkanal, Odisha	blood	BHK4	Mammalian			
DP0836	21450948	HQ397604	L46686									Bos taurus	Australia				field							
DP0837	22514341	JQ086301	JQ086302	JQ086303	JQ086304	JQ086305	JQ086306	JQ086307	JQ086308	JQ086309	JQ086310	Bos taurus	Australia	1985			field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK3BSR2	Mammalian			
DPL36/11/Ind	30250358		KY934049									Capra aegagrus hircus	India	2011			field		blood	BHK3	Mammalian			
DPP0065	25253345	KM099506	KM099523	KM099540	KM099557	KM099574	KM099591	KM099608	KM099625	KM099642	KM099659	Bos taurus	Australia	1981	APR	7	field	Northern Australia	blood	BHK5C6/36 1BHK1	Mammalian			
DPP0090	8837885		L46685										Australia				field							
DPP1000	25253345	KM099507	KM099524	KM099541	KM099558	KM099575	KM099592	KM099609	KM099626	KM099643	KM099660	Bos taurus	Australia	1986	APR	24	field	Northern Australia	blood	E1C6/36 1BHK4	Mammalian			
DPP1315	25253345	KM099508	KM099525	KM099542	KM099559	KM099576	KM099593	KM099610	KM099627	KM099644	KM099661	Bos taurus	Australia	1988	APR	7	field	Northern Australia	blood	E1C6/36 1BHK4	Mammalian			
DPP1523	25253345	KM099509	KM099526	KM099543	KM099560	KM099577	KM099594	KM099611	KM099628	KM099645	KM099662	Bos taurus	Australia	1989	FEB	1	field	Northern Australia	blood	E1C6/36 1BHK5C6/36 1BHK1	Mammalian			
DPP192_passage_history_1	22514341	JQ086221	JQ086222	JQ086223	JQ086224	JQ086225	JQ086226	JQ086227	JQ086228	JQ086229	JQ086230	Bos taurus	Australia	1982			field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian			
DPP192_passage_history_2	20422566	HQ397597		AY322427						DQ289044		Bos taurus	Australia				field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E?C6/36?BHK10BSR1	Mammalian			
DPP2559	25253345	KM099510	KM099527	KM099544	KM099561	KM099578	KM099595	KM099612	KM099629	KM099646	KM099663	Bos taurus	Australia	1993	MAY	6	field	Northern Australia	blood	E1C6/36 1BHK4	Mammalian			
DPP3072	25253345	KM099511	KM099528	KM099545	KM099562	KM099579	KM099596	KM099613	KM099630	KM099647	KM099664	Bos taurus	Australia	1994	FEB	17	field	Northern Australia	blood	E1C6/36 1BHK4	Mammalian			
DPP4032	25253345	KM099512	KM099529	KM099546	KM099563	KM099580	KM099597	KM099614	KM099631	KM099648	KM099665	Bos taurus	Australia	1996	DEC	27	field	Northern Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian			
DPP4100	25253345	KM099513	KM099530	KM099547	KM099564	KM099581	KM099598	KM099615	KM099632	KM099649	KM099666	Bos taurus	Australia	1997	JAN	20	field	Northern Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian			
DPP4444	21450948	HQ397606										Bos taurus	Australia				field							
DPP4588	25253345	KM099514	KM099531	KM099548	KM099565	KM099582	KM099599	KM099616	KM099633	KM099650	KM099667	Bos taurus	Australia	1999	FEB	25	field	Northern Australia	blood	E1C6/36 1BSR5C6/36 2BSR1	Mammalian			
DPP4690	25253345	KM099515	KM099532	KM099549	KM099566	KM099583	KM099600	KM099617	KM099634	KM099651	KM099668	Bos taurus	Australia	1999	AUG	5	field	Northern Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian			
DPP5775	25253345	KM099516	KM099533	KM099550	KM099567	KM099584	KM099601	KM099618	KM099635	KM099652	KM099669	Bos taurus	Australia	2002	FEB	19	field	Northern Australia	blood	E1C6/36 1BSR4	Mammalian			
DPP5844	25253345	KM099517	KM099534	KM099551	KM099568	KM099585	KM099602	KM099619	KM099636	KM099653	KM099670	Bos taurus	Australia	2002	APR	3	field	Northern Australia	blood	E1C6/36 1BSR4C6/36 1BSR1	Mammalian			
DPP5884	21450948	HQ397605										Bos taurus	Australia				field							
DPP6112	25253345	KM099518	KM099535	KM099552	KM099569	KM099586	KM099603	KM099620	KM099637	KM099654	KM099671	Bos taurus	Australia	2004	JAN	29	field	Northern Australia	blood	E1C6/36 1BSR5C6/36 1BSR1	Mammalian			
DPP6504	25253345	KM099519	KM099536	KM099553	KM099570	KM099587	KM099604	KM099621	KM099638	KM099655	KM099672	Bos taurus	Australia	2005	JUN	30	field	Northern Australia	blood	E1C6/36 1BSR4	Mammalian			
DPP6963	21450948	HQ397603										Bos taurus	Australia				field							
DPP7137	25253345	KM099520	KM099537	KM099554	KM099571	KM099588	KM099605	KM099622	KM099639	KM099656	KM099673	Bos taurus	Australia	2008	JAN	17	field	Northern Australia	blood	E1C6/36 1BSR4	Mammalian			
DPP7152	21450948	HQ397607										Bos taurus	Australia				field							
DPP8086	25253345	KM099521	KM099538	KM099555	KM099572	KM099589	KM099606	KM099623	KM099640	KM099657	KM099674	Bos taurus	Australia	2010	FEB	11	field	Northern Australia	blood	E1C6/36 1BSR4	Mammalian			
DPP8304	25253345	KM099522	KM099539	KM099556	KM099573	KM099590	KM099607	KM099624	KM099641	KM099658	KM099675	Bos taurus	Australia	2010	AUG	12	field	Northern Australia	blood	C6/361BSR3	Aedes albopictus-Mammalian			
DPP86	22514341	JQ086261	JQ086262	JQ086263	JQ086264	JQ086265	JQ086266	JQ086267	JQ086268	JQ086269 	JQ086270	Bos taurus	Australia	1979			field	Victoria River Research station-Northern territory	blood	BHK3BSR2	Mammalian			
DPP90	22514341	JQ086271	JQ086272	JQ086273	JQ086274	JQ086275	JQ086276	JQ086277	JQ086278	JQ086279	JQ086280	Bos taurus	Australia	1982			field	Tortilla Flats, Northern Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian			
DPP90	21450948	HQ397601										Bos taurus	Australia				field							
DPP965	22514341	JQ086231	JQ086232	JQ086233	JQ086234	JQ086235	JQ086236	JQ086237	JQ086238	JQ086239	JQ086240	Bos taurus	Australia	1986			field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian			
DPP965	21450948	HQ397598	L46683									Bos taurus	Australia				field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E2SV2BSR1	Mammalian			
DPP973	22514341	JQ086281	JQ086282	JQ086283	JQ086284	JQ086285	JQ086286	JQ086287	JQ086288	JQ086289	JQ086290	Bos taurus	Australia	1986			field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1SHEEP2E1BHK4	Mammalian			
DPP973	21450948	HQ397602	L42168									Bos taurus	Australia				field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1SHEEP2E1BHK4	Mammalian			
DRNKL-01/2013	29120083		KY947347									Ovis aries	India	2013	OCT		field	Telangana	blood	KC?BHK?	Culicoides-Mammalian	yes		
E041	29169390	KY485063	MF384466	MF384528	MF384590	MF384652	MF384714	MF384776	MF384838	MF384899	MF384948	Bos taurus	Australia	2003			field	New South Wales	blood			No		
E042	29169390	KY485044	MF384447	MF384509	MF384571	MF384633	MF384695	MF384757	MF384819	MF384881	MF384942	Bos taurus	Australia	2005			field	New South Wales	blood			No		
E043	29169390	KY485057	MF384460	MF384522	MF384584	MF384646	MF384708	MF384770	MF384832	MF384894	MF384947	Bos taurus	Australia	2005			field	New South Wales	blood			No		
E046	29169390	KY485045	MF384448	MF384510	MF384572	MF384634	MF384696	MF384758	MF384820	MF384882	MF384943	Bos taurus	Australia	2009			field	New South Wales	blood			No		
E047	29169390	KY485046	MF384449	MF384511	MF384573	MF384635	MF384697	MF384759	MF384821	MF384883	MF384944	Bos taurus	Australia	2009			field	New South Wales	blood			No		
