format	excluded	sequence_id	source_name	gb_gi_number	gb_primary_accession	gb_accession_version	gb_locus	gb_length	gb_lab_construct	gb_organism	gb_isolate	gb_taxonomy	gb_host	gb_country	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_create_date	gb_update_date	gb_serotype	gb_topotype	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells
GENBANK_XML	no	AJ585124	ncbi-curated	118420308	AJ585124	AJ585124.1	AJ585124	2935	NULL	Bluetongue virus 3	RSArrrr/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1943	NULL	NULL	27/11/2006	27/11/2006	3	NULL	reference	Larnaca-Cyprus	NULL	E1BHK6	Mammalian
GENBANK_XML	no	AJ585125	ncbi-curated	118420310	AJ585125	AJ585125.1	AJ585125	2926	NULL	Bluetongue virus 4	RSArrrr/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1969	NULL	NULL	27/11/2006	27/11/2006	4	NULL	reference	Cyprus	NULL	BHK9	Mammalian
GENBANK_XML	no	AJ585126	ncbi-curated	118420312	AJ585126	AJ585126.1	AJ585126	2921	NULL	Bluetongue virus 5	RSArrrr/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1953	NULL	NULL	27/11/2006	27/11/2006	5	NULL	reference	Machadodorp-Transvaal	NULL	E2BHK6	Mammalian
GENBANK_XML	no	AJ585127	ncbi-curated	118420314	AJ585127	AJ585127.1	AJ585127	2922	NULL	Bluetongue virus 6	RSArrrr/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1958	JUN	25	27/11/2006	27/11/2006	6	NULL	reference	Vryheid-Natal	NULL	E3BHK5	Mammalian
GENBANK_XML	no	AJ585128	ncbi-curated	118420316	AJ585128	AJ585128.1	AJ585128	2936	NULL	Bluetongue virus 7	RSArrrr/07	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1955	NULL	NULL	27/11/2006	27/11/2006	7	NULL	reference	Utrecht-Natal	NULL	E1BHK9	Mammalian
GENBANK_XML	no	AJ585129	ncbi-curated	118420318	AJ585129	AJ585129.1	AJ585129	2939	NULL	Bluetongue virus 8	RSArrrr/08	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1937	NULL	NULL	27/11/2006	27/11/2006	8	NULL	reference	Onderstepoort	NULL	E2BHK7	Mammalian
GENBANK_XML	no	AJ585130	ncbi-curated	118420320	AJ585130	AJ585130.1	AJ585130	2921	NULL	Bluetongue virus 9	RSArrrr/09	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1942	NULL	NULL	27/11/2006	27/11/2006	9	NULL	reference	Pretoria-Transvaal	NULL	E3BHK8	Mammalian
GENBANK_XML	no	AJ585131	ncbi-curated	118420322	AJ585131	AJ585131.1	AJ585131	2926	NULL	Bluetongue virus 10	RSArrrr/10	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1956	NULL	NULL	27/11/2006	27/11/2006	10	NULL	reference	Portugal	NULL	BHK6	Mammalian
GENBANK_XML	no	AJ585132	ncbi-curated	118420324	AJ585132	AJ585132.1	AJ585132	2926	NULL	Bluetongue virus 11	RSArrrr/11	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1944	NULL	NULL	27/11/2006	27/11/2006	11	NULL	reference	Nelspoort-Western Cape	NULL	E1BHK6	Mammalian
GENBANK_XML	no	AJ585133	ncbi-curated	118420326	AJ585133	AJ585133.1	AJ585133	2904	NULL	Bluetongue virus 12	RSArrrr/12	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1941	NULL	NULL	27/11/2006	27/11/2006	12	NULL	reference	Pretoria-Transvaal	NULL	E1BHK7	Mammalian
GENBANK_XML	no	AJ585134	ncbi-curated	118420328	AJ585134	AJ585134.1	AJ585134	2935	NULL	Bluetongue virus 13	RSArrrr/13	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1959	NULL	NULL	27/11/2006	27/11/2006	13	NULL	reference	Mt.Currie-Natal	NULL	E1BHK6	Mammalian
GENBANK_XML	no	AJ585135	ncbi-curated	118420330	AJ585135	AJ585135.1	AJ585135	2922	NULL	Bluetongue virus 14	RSArrrr/14	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1959	NULL	NULL	27/11/2006	27/11/2006	14	NULL	Reference	Ermelo-Transvaal-Natal	NULL	E1BHK11	Mammalian
GENBANK_XML	no	AJ585136	ncbi-curated	118420332	AJ585136	AJ585136.1	AJ585136	2909	NULL	Bluetongue virus 15	RSArrrr/15	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	South Africa	1960	NULL	NULL	27/11/2006	27/11/2006	15	NULL	Reference	Ermelo-Onderstepoort	NULL	E1LK6BHK6	Mammalian
GENBANK_XML	no	AJ585137	ncbi-curated	118420334	AJ585137	AJ585137.1	AJ585137	2935	NULL	Bluetongue virus 16	RSArrrr/16	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1960	NULL	NULL	27/11/2006	27/11/2006	16	NULL	reference	Hazara-West Pakistan	NULL	E2BHK9	Mammalian
GENBANK_XML	no	AJ585138	ncbi-curated	118420336	AJ585138	AJ585138.1	AJ585138	2923	NULL	Bluetongue virus 17	RSArrrr/17	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	South Africa	1979	NULL	NULL	27/11/2006	27/11/2006	17	NULL	reference	USA	NULL	S3E2LK7BHK9	Mammalian
GENBANK_XML	no	AJ585139	ncbi-curated	118420338	AJ585139	AJ585139.1	AJ585139	2927	NULL	Bluetongue virus 18	RSArrrr/18	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1976	NULL	NULL	27/11/2006	27/11/2006	18	NULL	reference	NULL	NULL	E1BHK7	Mammalian
GENBANK_XML	no	AJ585140	ncbi-curated	118420340	AJ585140	AJ585140.1	AJ585140	2947	NULL	Bluetongue virus 19	RSArrrr/19	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1976	NULL	NULL	27/11/2006	27/11/2006	19	NULL	reference	NULL	NULL	E3BHK7	Mammalian
GENBANK_XML	no	AJ585141	ncbi-curated	118420342	AJ585141	AJ585141.1	AJ585141	2925	NULL	Bluetongue virus 20	RSArrrr/20	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides sp	South Africa	1975	NULL	NULL	27/11/2006	27/11/2006	20	NULL	reference	Beatrice Hill-Northen Territories-Australia	Culicoides sp	BHK12	Mammalian
GENBANK_XML	no	AJ585142	ncbi-curated	118420344	AJ585142	AJ585142.1	AJ585142	2922	NULL	Bluetongue virus 21	RSArrrr/21	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	South Africa	1979	NULL	NULL	27/11/2006	27/11/2006	21	NULL	reference	Victoria River Research Station-Northen Territories-Australia	blood	V3BHK14	Mammalian
GENBANK_XML	no	AJ585143	ncbi-curated	118420346	AJ585143	AJ585143.1	AJ585143	2907	NULL	Bluetongue virus 22	RSArrrr/22	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides sp	South Africa	1992	NULL	NULL	27/11/2006	27/11/2006	22	NULL	reference	NULL	Culicoides sp	E2BHK1CER1BHK4	Mammalian
GENBANK_XML	no	AJ585144	ncbi-curated	118420348	AJ585144	AJ585144.1	AJ585144	2927	NULL	Bluetongue virus 23	RSArrrr/23	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	South Africa	1987	NULL	NULL	27/11/2006	27/11/2006	23	NULL	reference	Australia	blood	E1CER2BHK3	Mammalian
GENBANK_XML	no	AJ585145	ncbi-curated	118420350	AJ585145	AJ585145.1	AJ585145	2924	NULL	Bluetongue virus 24	RSArrrr/24	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1992	NULL	NULL	27/11/2006	27/11/2006	24	NULL	reference	NULL	NULL	E1CER4BHK6	Mammalian
GENBANK_XML	no	AJ585150	ncbi-curated	118420360	AJ585150	AJ585150.1	AJ585150	2935	NULL	Bluetongue virus 16	NIG1982/10	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Nigeria	1982	AUG	22	27/11/2006	12/08/2013	16	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	AJ585179	ncbi-curated	148472946	AJ585179	AJ585179.1	AJ585179	2935	NULL	Bluetongue virus 3	ZIM2002/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Zimbabwe	2002	AUG	10	30/05/2007	30/05/2007	3	NULL	field	NULL	NULL	E1BHK2	Mammalian
GENBANK_XML	no	AJ585181	ncbi-curated	148472948	AJ585181	AJ585181.1	AJ585181	2921	NULL	Bluetongue virus 5	CAR1982/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Cameroon	1982	OCT	26	30/05/2007	30/05/2007	5	NULL	field	NULL	NULL	LN?E1BHK3	Mammalian
GENBANK_XML	no	AJ585182	ncbi-curated	148472950	AJ585182	AJ585182.1	AJ585182	2921	NULL	Bluetongue virus 5	NIG1982/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Nigeria	1982	AUG	29	30/05/2007	16/05/2008	5	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	AJ585183	ncbi-curated	148472952	AJ585183	AJ585183.1	AJ585183	2939	NULL	Bluetongue virus 8	KEN????/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Kenya	NULL	NULL	NULL	30/05/2007	30/05/2007	8	NULL	field	NULL	NULL	BHK?	Mammalian
GENBANK_XML	no	AJ585184	ncbi-curated	148472954	AJ585184	AJ585184.1	AJ585184	2939	NULL	Bluetongue virus 8	NIG1982/07	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Nigeria	1982	DEC	2	30/05/2007	30/05/2007	8	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	AJ585185	ncbi-curated	148472956	AJ585185	AJ585185.1	AJ585185	2904	NULL	Bluetongue virus 12	KEN????/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Kenya	NULL	NULL	NULL	30/05/2007	30/05/2007	12	NULL	field	NULL	NULL	BHK?	Mammalian
GENBANK_XML	no	AJ585186	ncbi-curated	148472958	AJ585186	AJ585186.1	AJ585186	2922	NULL	Bluetongue virus 14	CAR1982/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Cameroon	1982	JAN	14	30/05/2007	30/05/2007	14	NULL	field	NULL	NULL	E2BHK3	Mammalian
GENBANK_XML	no	AJ585187	ncbi-curated	148472960	AJ585187	AJ585187.1	AJ585187	2907	NULL	Bluetongue virus 22	NIG1982/11	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Nigeria	1982	AUG	8	30/05/2007	30/05/2007	22	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	AJ585188	ncbi-curated	148472962	AJ585188	AJ585188.1	AJ585188	2927	NULL	Bluetongue virus 23	ISA1991/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Indonesia	1991	JUL	10	30/05/2007	30/05/2007	23	NULL	field	NULL	NULL	BHK4	Mammalian
GENBANK_XML	no	AJ585189	ncbi-curated	148472964	AJ585189	AJ585189.1	AJ585189	2927	NULL	Bluetongue virus 23	IND1997/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	India	1997	DEC	NULL	30/05/2007	30/05/2007	23	NULL	field	Bangalore	NULL	E1V25BHK4	Mammalian
GENBANK_XML	no	AJ586656	ncbi-curated	47826208	AJ586656	AJ586656.1	AJ586656	1635	NULL	Bluetongue virus 1	RSAvvvv/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1958	NULL	NULL	31/05/2004	31/05/2004	1	NULL	vaccine	Natal	NULL	E50P3BHK7	Mammalian
GENBANK_XML	no	AJ586657	ncbi-curated	47826210	AJ586657	AJ586657.1	AJ586657	1635	NULL	Bluetongue virus 1	NIG1982/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Nigeria	1982	AUG	19	31/05/2004	31/05/2004	1	NULL	field	NUL	NULL	E1BHK4	Mammalian
GENBANK_XML	no	AJ586658	ncbi-curated	47826212	AJ586658	AJ586658.1	AJ586658	1635	NULL	Bluetongue virus 1	SUD1987/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Sudan	1987	APR	16	31/05/2004	31/05/2004	1	NULL	field	NULL	Culicoides imicola	E2BHK2PP1BHK2	Mammalian
GENBANK_XML	no	AJ586659	ncbi-curated	47826214	AJ586659	AJ586659.1	AJ586659	1635	NULL	Bluetongue virus 1	IND1992/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	India	1992	MAR	3	31/05/2004	02/04/2012	1	NULL	field	Avikanagar-Rajasthan	blood	BHK?	Mammalian
GENBANK_XML	no	AJ586660	ncbi-curated	47826216	AJ586660	AJ586660.1	AJ586660	1635	NULL	Bluetongue virus 1	IND1992/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	India	1992	NOV	3	31/05/2004	31/05/2004	1	NULL	field	NULL	NULL	E1BHK12	Mammalian
GENBANK_XML	no	AJ586661	ncbi-curated	47826218	AJ586661	AJ586661.1	AJ586661	1635	NULL	Bluetongue virus 1	IND1988/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	India	1988	SEP	24	31/05/2004	31/05/2004	1	NULL	field	NULL	NULL	BHK11	Mammalian
GENBANK_XML	no	AJ586662	ncbi-curated	47826220	AJ586662	AJ586662.1	AJ586662	1635	NULL	Bluetongue virus 1	IND1999/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	India	1999	AUG	NULL	31/05/2004	31/05/2004	1	NULL	field	Haryana	NULL	E2BHK10	Mammalian
GENBANK_XML	no	AJ586663	ncbi-curated	47826222	AJ586663	AJ586663.1	AJ586663	1635	NULL	Bluetongue virus 1	IND2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides sp	India	2001	FEB	19	31/05/2004	31/05/2004	1	NULL	field	Chennai	Culicoides sp	BHK9	Mammalian
GENBANK_XML	no	AJ586664	ncbi-curated	47826224	AJ586664	AJ586664.1	AJ586664	1635	NULL	Bluetongue virus 1	GRE2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2001	OCT	15	31/05/2004	31/05/2004	1	NULL	field	Agiasos-Achladeri-Lesvos	spleen	BHK5	Mammalian
GENBANK_XML	no	AJ586665	ncbi-curated	47826226	AJ586665	AJ586665.1	AJ586665	1635	NULL	Bluetongue virus 2	RSAvvvv/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1958	NULL	NULL	31/05/2004	31/05/2004	2	NULL	vaccine	Transvaal	NULL	E50P3BHK5	Mammalian
GENBANK_XML	no	AJ586666	ncbi-curated	47826228	AJ586666	AJ586666.1	AJ586666	1635	NULL	Bluetongue virus 2	SUD1985/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Sudan	1985	JAN	15	31/05/2004	31/05/2004	2	NULL	field	NULL	NULL	LD3BHK5	Mammalian
GENBANK_XML	no	AJ586667	ncbi-curated	47826230	AJ586667	AJ586667.1	AJ586667	1635	NULL	Bluetongue virus 2	NIG1982/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Nigeria	1982	SEP	5	31/05/2004	31/05/2004	2	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	AJ586668	ncbi-curated	47826232	AJ586668	AJ586668.1	AJ586668	1635	NULL	Bluetongue virus 2	TUN2000/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Tunisia	2000	FEB	3	31/05/2004	31/05/2004	2	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	AJ586669	ncbi-curated	47826234	AJ586669	AJ586669.1	AJ586669	1635	NULL	Bluetongue virus 2	ITL2002/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides sp	Italy	2002	AUG	6	31/05/2004	31/05/2004	2	NULL	field	S.Angelo di Brolo-Sicily	Culicoides pulicaris	E1BHK4	Mammalian
GENBANK_XML	no	AJ586670	ncbi-curated	47826236	AJ586670	AJ586670.1	AJ586670	1635	NULL	Bluetongue virus 2	ITL2002/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides sp	Italy	2002	AUG	6	31/05/2004	31/05/2004	2	NULL	field	Raccuja-Sicily	Culicoides pulicaris	E1BHK4	Mammalian
GENBANK_XML	no	AJ586671	ncbi-curated	47826238	AJ586671	AJ586671.1	AJ586671	1635	NULL	Bluetongue virus 2	ITL2002/07	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2002	JUL	18	31/05/2004	31/05/2004	2	NULL	field	S.Angelo di Brolo-Sicily	spleen	E1BHK7	Mammalian
GENBANK_XML	no	AJ586672	ncbi-curated	47826240	AJ586672	AJ586672.1	AJ586672	1635	NULL	Bluetongue virus 2	SAD2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2001	DEC	29	31/05/2004	31/05/2004	2	NULL	field	Sardinia	spleen	E1BHK2	Mammalian
GENBANK_XML	no	AJ586673	ncbi-curated	47826242	AJ586673	AJ586673.1	AJ586673	1635	NULL	Bluetongue virus 2	SAD2001/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2001	DEC	29	31/05/2004	31/05/2004	2	NULL	field	Sardinia	NULL	E1BHK4	Mammalian
GENBANK_XML	no	AJ586674	ncbi-curated	47826244	AJ586674	AJ586674.1	AJ586674	1635	NULL	Bluetongue virus 2	FRA2001/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	France	2001	SEP	12	31/05/2004	31/05/2004	2	NULL	field	Corsica	blood	BHK3	Mammalian
GENBANK_XML	no	AJ586675	ncbi-curated	47826246	AJ586675	AJ586675.1	AJ586675	1635	NULL	Bluetongue virus 2	IND1982/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	India	1982	MAR	26	31/05/2004	31/05/2004	2	NULL	field	NULL	NULL	E2BHK3	Mammalian
GENBANK_XML	no	AJ586676	ncbi-curated	47826248	AJ586676	AJ586676.1	AJ586676	1638	NULL	Bluetongue virus 4	RSAvvv3/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	South Africa	2002	APR	NULL	31/05/2004	31/05/2004	4	NULL	vaccine	NULL	NULL	?BHK2	Mammalian
GENBANK_XML	no	AJ586677	ncbi-curated	47826250	AJ586677	AJ586677.1	AJ586677	1638	NULL	Bluetongue virus 4	SUD1983/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Sudan	1983	OCT	11	31/05/2004	31/05/2004	4	NULL	field	Shambat	blood	E1BHK2	Mammalian
GENBANK_XML	no	AJ586678	ncbi-curated	47826252	AJ586678	AJ586678.1	AJ586678	1638	NULL	Bluetongue virus 4	CYP1969/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Cyprus	1969	NULL	NULL	31/05/2004	31/05/2004	4	NULL	field	NULL	blood	BHK8	Mammalian
GENBANK_XML	no	AJ586679	ncbi-curated	47826254	AJ586679	AJ586679.1	AJ586679	1638	NULL	Bluetongue virus 4	TUR1978/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	1978	AUG	NULL	31/05/2004	31/05/2004	4	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	AJ586680	ncbi-curated	47826256	AJ586680	AJ586680.1	AJ586680	1638	NULL	Bluetongue virus 4	TURvvvv/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	NULL	NULL	NULL	31/05/2004	31/05/2004	4	NULL	vaccine	NULL	NULL	?BHK1	Mammalian
GENBANK_XML	no	AJ586681	ncbi-curated	47826258	AJ586681	AJ586681.1	AJ586681	1638	NULL	Bluetongue virus 4	GRE2000/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	1999	NULL	NULL	31/05/2004	31/05/2004	4	NULL	field	Rhodes	blood	E1BHK5	Mammalian
GENBANK_XML	no	AJ586682	ncbi-curated	47826260	AJ586682	AJ586682.1	AJ586682	1638	NULL	Bluetongue virus 4	ARG2002/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Argentina	2002	FEB	21	31/05/2004	31/05/2004	4	NULL	field	Santo Tome-Corrientes	blood	E2V2BHK2	Mammalian
GENBANK_XML	no	AJ586683	ncbi-curated	47826262	AJ586683	AJ586683.1	AJ586683	1635	NULL	Bluetongue virus 9	RSAvvv2/09	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	South Africa	NULL	NULL	NULL	31/05/2004	31/05/2004	9	NULL	vaccine	NULL	NULL	?BHK1	Mammalian
GENBANK_XML	no	AJ586684	ncbi-curated	47826264	AJ586684	AJ586684.1	AJ586684	1637	NULL	Bluetongue virus 9	TUR2000/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	2000	NULL	NULL	31/05/2004	31/05/2004	9	NULL	field	Manisa	NULL	E2BHK9	Mammalian
GENBANK_XML	no	AJ586685	ncbi-curated	47826266	AJ586685	AJ586685.1	AJ586685	1637	NULL	Bluetongue virus 9	TUR2000/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	2000	NULL	NULL	31/05/2004	31/05/2004	9	NULL	field	Denizli	NULL	E3BHK9	Mammalian
GENBANK_XML	no	AJ586686	ncbi-curated	47826268	AJ586686	AJ586686.1	AJ586686	1637	NULL	Bluetongue virus 9	TUR2000/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	2000	NULL	NULL	31/05/2004	31/05/2004	9	NULL	field	Manisa	NULL	E3BHK7	Mammalian
GENBANK_XML	no	AJ586687	ncbi-curated	47826270	AJ586687	AJ586687.1	AJ586687	1637	NULL	Bluetongue virus 9	BOS2002/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Bosnia and Herzegovina	2002	AUG	14	31/05/2004	31/05/2004	9	NULL	field	Milici-Vlasenica-Srpska	blood 	E1BHK3	Mammalian
GENBANK_XML	no	AJ586688	ncbi-curated	47826272	AJ586688	AJ586688.1	AJ586688	1637	NULL	Bluetongue virus 9	SER2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Serbia and Montenegro	2001	OCT	7	31/05/2004	31/05/2004	9	NULL	field	NULL	blood	E1BHK4	Mammalian
GENBANK_XML	no	AJ586689	ncbi-curated	47826274	AJ586689	AJ586689.1	AJ586689	1637	NULL	Bluetongue virus 16	RSAvvvv/16	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1960	NULL	NULL	31/05/2004	31/05/2004	16	NULL	vaccine	Hazara-West Pakistan	NULL	E37P3BHK2V1BHK1	Mammalian
GENBANK_XML	no	AJ586690	ncbi-curated	47826276	AJ586690	AJ586690.1	AJ586690	1637	NULL	Bluetongue virus 16	ISA1991/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Indonesia	1991	AUG	1	31/05/2004	31/05/2004	16	NULL	field	NULL	NULL	E1ASL1BHK6	Mammalian
GENBANK_XML	no	AJ586691	ncbi-curated	47826278	AJ586691	AJ586691.1	AJ586691	1637	NULL	Bluetongue virus 16	TUR2000/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	2000	NULL	NULL	31/05/2004	31/05/2004	16	NULL	field	Seferihisar-Izmir	NULL	E3BHK9	Mammalian
GENBANK_XML	no	AJ586692	ncbi-curated	47826280	AJ586692	AJ586692.1	AJ586692	1637	NULL	Bluetongue virus 16	TUR2000/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	2000	NULL	NULL	31/05/2004	31/05/2004	16	NULL	field	Salihli-Manisa	NULL	E2BHK9	Mammalian
GENBANK_XML	no	AJ586693	ncbi-curated	47826282	AJ586693	AJ586693.1	AJ586693	1637	NULL	Bluetongue virus 16	TUR2000/10	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	2000	NULL	NULL	31/05/2004	31/05/2004	16	NULL	field	Dikili-Izmir	NULL	E2BHK6	Mammalian
GENBANK_XML	no	AJ586694	ncbi-curated	47826284	AJ586694	AJ586694.1	AJ586694	1637	NULL	Bluetongue virus 16	NIG1982/10	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Nigeria	1982	AUG	22	31/05/2004	31/05/2004	16	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	AJ586695	ncbi-curated	47826286	AJ586695	AJ586695.1	AJ586695	1635	NULL	Bluetongue virus 1	RSArrrr/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1958	NULL	NULL	31/05/2004	31/05/2004	1	NULL	reference	Biggarsberg-Vryheid-Natal	NULL	V?C6/36?KC?E2BHK9	Mammalian
GENBANK_XML	no	AJ586696	ncbi-curated	47826288	AJ586696	AJ586696.1	AJ586696	1635	NULL	Bluetongue virus 2	RSArrrr/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1959	NULL	NULL	31/05/2004	31/05/2004	2	NULL	reference	Ermelo-Transvaal	NULL	E2BHK7	Mammalian
GENBANK_XML	no	AJ586697	ncbi-curated	47826290	AJ586697	AJ586697.1	AJ586697	1637	NULL	Bluetongue virus 3	RSArrrr/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1943	NULL	NULL	31/05/2004	31/05/2004	3	NULL	reference	Larnaca-Cyprus	NULL	E1BHK6	Mammalian
