sequence_id	gb_primary_accession	gb_locus	gb_segment	gb_segment_corrected	gb_isolate	gb_isolate_corrected	gb_host	gb_host_corrected	gb_country	gb_country_corrected	gb_collection_year	gb_collection_year_corrected	gb_collection_month	gb_collection_month_corrected	gb_collection_month_day	gb_collection_month_day_corrected	gb_serotype	gb_serotype_corrected
DQ098100	DQ098100	DQ098100	5						South Africa								16	
DQ098101	DQ098101	DQ098101	5						South Africa								19	
DQ098102	DQ098102	DQ098102	5						South Africa								24	
DQ186790	DQ186790	DQ186790	3		AUS1985/01				Australia								9	
DQ186791	DQ186791	DQ186791	3		AUS1986/02				Australia								16	
DQ186792	DQ186792	DQ186792	3		RSArrrr/01				South Africa								1	
DQ186793	DQ186793	DQ186793	3		RSArrrr/02				South Africa								2	
DQ186794	DQ186794	DQ186794	3		RSArrrr/04				South Africa								4	
DQ186795	DQ186795	DQ186795	3		RSArrrr/09				South Africa								9	
DQ186796	DQ186796	DQ186796	3		RSArrrr/16				South Africa								16	
DQ186797	DQ186797	DQ186797	3		BUL1999/01				Bulgaria								9	
DQ186798	DQ186798	DQ186798	3		CYP2004/01				Cyprus								16	
DQ186799	DQ186799	DQ186799	3		CYP2004/03				Cyprus								4	
DQ186800	DQ186800	DQ186800	3		GRE1999/01				Greece								4	
DQ186801	DQ186801	DQ186801	3		GRE1999/04				Greece								4	
DQ186802	DQ186802	DQ186802	3		GRE1999/07				Greece								4	
DQ186803	DQ186803	DQ186803	3		GRE1999/09				Greece								4	
DQ186804	DQ186804	DQ186804	3		GRE1999/10				Greece								4	
DQ186805	DQ186805	DQ186805	3		GRE1999/12				Greece								9	
DQ186806	DQ186806	DQ186806	3		GRE2000/07				Greece								4	
DQ186807	DQ186807	DQ186807	3		GRE2001/07				Greece								1	
DQ186808	DQ186808	DQ186808	3		GRE1998/01				Greece								9	
DQ186809	DQ186809	DQ186809	3		GRE1999/15				Greece								4	
DQ186810	DQ186810	DQ186810	3		IND1998/01				India								23	
DQ186811	DQ186811	DQ186811	3		IND2001/01				India								1	
DQ186812	DQ186812	DQ186812	3		ISA1991/01				Indonesia								16	
DQ186813	DQ186813	DQ186813	3		ISR2001/01				Israel								4	
DQ186814	DQ186814	DQ186814	3		ISR2001/18				Israel								16	
DQ186815	DQ186815	DQ186815	3		ITL2002/07				Italy								2	
DQ186816	DQ186816	DQ186816	3		MAY1987/01				Malaysia								1	
DQ186817	DQ186817	DQ186817	3		MOR2004/02				Morocco								4	
DQ186818	DQ186818	DQ186818	3		NIG1982/01				Nigeria								1	
DQ186819	DQ186819	DQ186819	3		NIG1982/10				Nigeria								16	
DQ186820	DQ186820	DQ186820	3		GRE2001/06				Greece								1	
DQ186821	DQ186821	DQ186821	3		GRE1999/13				Greece								16	
DQ186822	DQ186822	DQ186822	3		GRE2001/05				Greece								1	
DQ186823	DQ186823	DQ186823	3		GRE1979/01				Greece								4	
DQ186824	DQ186824	DQ186824	3		SPA2003/01				Spain								4	
DQ186825	DQ186825	DQ186825	3		SUD1983/01				Sudan								4	
DQ186826	DQ186826	DQ186826	3		TUN2000/01				Tunisia								2	
DQ186827	DQ186827	DQ186827	3		TUR2000/01				Turkey								16	
DQ186828	DQ186828	DQ186828	3		ZIM2003/10				Zimbabwe								16	
DQ191259	DQ191259	DQ191259	2		243277				Israel								16	
DQ191260	DQ191260	DQ191260	2		8054				Italy		2001						16	
DQ191261	DQ191261	DQ191261	2		14643-2808				Italy		2001						2	
DQ191262	DQ191262	DQ191262	2		10500-3				Italy		2000						2	
DQ191263	DQ191263	DQ191263	2		10670				Italy		2001						2	
DQ191264	DQ191264	DQ191264	2		14808-249				Italy		2001						2	
DQ191265	DQ191265	DQ191265	2		17356				Italy		2001						2	
DQ191266	DQ191266	DQ191266	2		80199				Italy		2001						2	
DQ191267	DQ191267	DQ191267	2		80273				Italy		2001						2	
DQ191268	DQ191268	DQ191268	2		80296				Italy		2001						2	
DQ191269	DQ191269	DQ191269	2		80302				Italy		2001						2	
DQ191270	DQ191270	DQ191270	2		81640				Italy		2001						2	
DQ191271	DQ191271	DQ191271	2		81641				Italy		2001						2	
DQ191272	DQ191272	DQ191272	2		8340				Italy		2000						2	
DQ191273	DQ191273	DQ191273	2		8602				Italy		2000						2	
DQ191274	DQ191274	DQ191274	2		87902		Culicoides sp.		Italy		2002						2	
DQ191275	DQ191275	DQ191275	2		90726		Culicoides sp.		Italy		2002						2	
DQ191276	DQ191276	DQ191276	2		82027				Italy		2002						4	
DQ191277	DQ191277	DQ191277	2		Mandiko/1999		Ovis aries		Greece		1999						4	
DQ191278	DQ191278	DQ191278	2		320226				Israel		2001						4	
DQ191279	DQ191279	DQ191279	2		3222222				Israel		2001						4	
DQ191280	DQ191280	DQ191280	2		10353				Italy		2003						4	
DQ191281	DQ191281	DQ191281	2		92069		Culicoides sp.		Italy		2003						4	
DQ191282	DQ191282	DQ191282	2		11920				Italy		2001						9	
DQ191283	DQ191283	DQ191283	2		Afandou/1998		Ovis aries		Greece		1998						9	
DQ191284	DQ191284	DQ191284	2		11508				Italy								9	
DQ191285	DQ191285	DQ191285	2		8368				Italy		2001						9	
DQ289041	DQ289041	DQ289041			CS156				Australia								1	
DQ289042	DQ289042	DQ289042			V837				Australia								3	
DQ289043	DQ289043	DQ289043							Australia								9	
DQ289044	DQ289044	DQ289044			DPP192				Australia								15	
DQ289045	DQ289045	DQ289045			AH5230				Australia								16	
DQ289046	DQ289046	DQ289046			C1519				Australia								20	
DQ289047	DQ289047	DQ289047			5319A07				Australia								21	
DQ289048	DQ289048	DQ289048							Australia								23	
DQ289049	DQ289049	DQ289049							Australia									
DQ289050	DQ289050	DQ289050							Australia									
DQ372599	DQ372599	DQ372599S1			TN				India								23	
DQ372600	DQ372600	DQ372599S2			TN				India								23	
DQ399834	DQ399834	DQ399834	7		Nalgonda12/2003		Ovis aries		India		2003						10	
DQ399835	DQ399835	DQ399835	7		Nalgonda15/2003		Ovis aries		India		2003						10	
DQ399836	DQ399836	DQ399836	7		Mehaboobnagar9/2002		Ovis aries		India		2002						9	
DQ399837	DQ399837	DQ399837	7		Chittoor 2/1995		Ovis aries		India		1995						2	
DQ418907	DQ418907	DQ418907	5		Nalgonda12/2003		Ovis aries		India		2003						10	
DQ418908	DQ418908	DQ418908	5		Nalgonda15/2003		Ovis aries		India		2003						10	
DQ465026	DQ465026	DQ465026	7		RSArrrr/07												7	
DQ465027	DQ465027	DQ465027	7		RSArrrr/15												15	
DQ465028	DQ465028	DQ465028	7		RSArrrr/19												19	
DQ641923	DQ641923	DQ641923	2		Tirupati				India								2	
DQ825668	DQ825668	DQ825668	9						France		2003						4	
DQ825669	DQ825669	DQ825669	9						Greece		2000						4	
DQ825670	DQ825670	DQ825670	2						Turkey		1999						4	
DQ825671	DQ825671	DQ825671	9						Turkey		1999						4	
DQ825672	DQ825672	DQ825672	7						Turkey		1999						4	
DQ825673	DQ825673	DQ825673	8						Turkey		1999						4	
DQ832170	DQ832170	DQ832170	9		BTVVACSA				South Africa		2003						4	
DQ848152	DQ848152	DQ848152					Bos taurus		Canada								17	
DQ872902	DQ872902	DQ872902	2		Mahaboobnagar		Ovis aries		India		2002						9	
EF059720	EF059720	EF059720	1		GRE2001/02				Greece								1	
EF059721	EF059721	EF059721	1		NIG1982/06				Nigeria								3	
EF059722	EF059722	EF059722	1		ARG2002/01				Argentina								4	
EF059723	EF059723	EF059723	1		SPA2005/05				Spain								4	
EF059724	EF059724	EF059724	1		NIG1982/04				Nigeria								5	
EF059725	EF059725	EF059725	1		RSArrrr/06				South Africa								6	
EF059726	EF059726	EF059726	1		RSArrrr/07				South Africa								7	
EF059727	EF059727	EF059727	1		RSArrrr/08				South Africa								8	
EF059728	EF059728	EF059728	1		RSAvvv1/09				South Africa								9	
EF059729	EF059729	EF059729	1		KOS2001/04				Kosovo								9	
EF059730	EF059730	EF059730	1		ZIM2003/04				Zimbabwe								12	
EF059731	EF059731	EF059731	1		CAR1982/04				Cameroon								14	
EF059732	EF059732	EF059732	1		ZIM2003/08				Zimbabwe								15	
EF059733	EF059733	EF059733	1		RSArrrr/16				South Africa								16	
EF059734	EF059734	EF059734	1		RSAvvvv/16				South Africa								16	
EF059735	EF059735	EF059735	1		RSArrrr/18				South Africa								18	
EF059736	EF059736	EF059736	1		RSArrrr/19				South Africa								19	
EF059737	EF059737	EF059737	1		RSArrrr/20				South Africa								20	
EF059738	EF059738	EF059738	1		RSArrrr/21				South Africa								21	
EF059739	EF059739	EF059739	1		NIG1982/11				Nigeria								22	
EF059740	EF059740	EF059740	1		IND1988/03				India								23	
EF059741	EF059741	EF059741	1		RSArrrr/24				South Africa								24	
EF174159	EF174159	EF174159	10		BTV12/PT/2003				Taiwan								12	
EF434175	EF434175	EF434175	7		BTV2/26629/PT05		Bos taurus		Portugal		2005						2	
EF434176	EF434176	EF434176	2		BTV4/22045/PT04		Ovis aries		Portugal		2004						4	
EF434177	EF434177	EF434177	2		BTV2/26629/PT05		Bos taurus		Portugal		2005						2	
EF434178	EF434178	EF434178	7		BTV4/22045/PT04		Ovis aries		Portugal		2004						4	
EF434179	EF434179	EF434179	10		BTV2/26629/PT05		Bos taurus		Portugal		2005						2	
EF434180	EF434180	EF434180	10		BTV4/22045/PT04		Ovis aries		Portugal		2004						4	
EF533882	EF533882	EF533882	10						Italy								1	
EF533883	EF533883	EF533883	10						Algeria								1	
EF533884	EF533884	EF533884	10						Morocco								1	
EF540909	EF540909	EF540909	10		10US94-1		Odocoileus virginianus		USA		1994						10	
EF540910	EF540910	EF540910	10		17US98-2		Bos taurus		USA		1998						17	
EF540911	EF540911	EF540911	10		10US98-3				USA		1998						10	
EF540912	EF540912	EF540912	10		13US99-4		Odocoileus virginianus		USA		1999						13	
EF540913	EF540913	EF540913	10		17US00-5				USA		2000						17	
EF540914	EF540914	EF540914	10		17US00-6		Odocoileus virginianus		USA		2000						17	
EF540915	EF540915	EF540915	10		10US02-7		Odocoileus virginianus		USA		2002						10	
EF540916	EF540916	EF540916	10		10US02-8		Odocoileus virginianus		USA		2002						10	
EF540917	EF540917	EF540917	10		10US02-9		Odocoileus virginianus		USA		2002						10	
EF540918	EF540918	EF540918	10		17US03-10		Odocoileus virginianus		USA		2003						17	
EF540919	EF540919	EF540919	10		17US03-12		Odocoileus virginianus		USA		2003						17	
EF540920	EF540920	EF540920	10		17US03-13		Ovis aries		USA		2003						17	
EF540921	EF540921	EF540921	10		17US03-14		Ovis aries		USA		2003						17	
EF540922	EF540922	EF540922	10		17US03-15		Ovis aries		USA		2003						17	
EF540923	EF540923	EF540923	10		17US03-16		Ovis aries		USA		2003						17	
EF540924	EF540924	EF540924	10		17US03-17		Ovis aries		USA		2003						17	
EF540925	EF540925	EF540925	10		17US03-20		Bos taurus		USA		2003						17	
EF540926	EF540926	EF540926	10		17US03-21		Bos taurus		USA		2003						17	
EF540927	EF540927	EF540927	10		13US03-23		Ovis aries		USA		2003						13	
EF540928	EF540928	EF540928	10		17US03-24		Odocoileus virginianus		USA		2003						17	
EF540929	EF540929	EF540929	10		10US03-25		Ovis aries		USA		2003						10	
EF540930	EF540930	EF540930	10		17US04-27		Odocoileus hemionus		USA		2004						17	
EF540931	EF540931	EF540931	10		17US03-28		Odocoileus virginianus		USA		2003						17	
EF540932	EF540932	EF540932	10		17US04-29		Odocoileus virginianus		USA		2004						17	
EF540933	EF540933	EF540933	10		17US04-30		Odocoileus virginianus		USA		2004						17	
EF540934	EF540934	EF540934	10		2FMI06-32		Bos taurus		Martinique		2006						2	
EF540935	EF540935	EF540935	10		10FMI06-33		Bos taurus		Martinique		2006						10	
EF540936	EF540936	EF540936	10		17FMI06-34		Bos taurus		Martinique		2006						17	
EF554838	EF554838	EF554838	10		BTV_TR1				Turkey									
EF554839	EF554839	EF554839	10		BTV_TR2				Turkey									
EF554840	EF554840	EF554840	10		BTV_TR3				Turkey									
EF554841	EF554841	EF554841	10		BTV_TR4				Turkey									
EF554842	EF554842	EF554842	10		BTV_TR5				Turkey									
EF554843	EF554843	EF554843	10		BTV_TR6				Turkey									
EF554844	EF554844	EF554844	10		BTV_TR7				Turkey									
EF554845	EF554845	EF554845	10		BTV_TR8				Turkey									
EF554846	EF554846	EF554846	10		BTV_TR9				Turkey									
EF554847	EF554847	EF554847	10		BTV_TR10				Turkey									
EF554848	EF554848	EF554848	10		BTV_TR11				Turkey									
EF554849	EF554849	EF554849	10		BTV_TR12				Turkey									
EF554850	EF554850	EF554850	10		BTV_TR18				Turkey									
EF554851	EF554851	EF554851	10		BTV_TR19				Turkey									
EF554852	EF554852	EF554852	10		BTV_TR20				Turkey									
EF554853	EF554853	EF554853	10		BTV_TR21				Turkey									
EF554854	EF554854	EF554854	10		BTV_TR22				Turkey									
EF554855	EF554855	EF554855	10		BTV_TR23				Turkey									
EF554856	EF554856	EF554856	10		BTV_TR24				Turkey									
EF554857	EF554857	EF554857	10		BTV_TR25				Turkey									
EF554858	EF554858	EF554858	10		BTV_TR26				Turkey									
EU131022	EU131022	EU131022	10		BTV23D				India								23	
EU131023	EU131023	EU131023	10		BTV1A				India								1	
EU131024	EU131024	EU131024	10		BTV18B				India								18	
EU131025	EU131025	EU131025	10		BTV18M				India								18	
EU131026	EU131026	EU131026	10		BTV18S				India								18	
EU131027	EU131027	EU131027	10		BTV23R				India								23	
EU220289	EU220289	EU220289	9		BTV-1/GRE2001/01				Greece									
EU220290	EU220290	EU220290	9		BTV-1/IND2003/10				India									
EU220291	EU220291	EU220291	9		BTV-4/ARG2002/01				Argentina									
EU220292	EU220292	EU220292	9		BTV-4/RSAvvv3/04				NULL									
EU220293	EU220293	EU220293	9		BTV-9/IND2005/01				India									
EU220294	EU220294	EU220294	9		BTV-9/BOS2002/02				Bosnia and Herzegovina									
EU220295	EU220295	EU220295	9		BTV-9/RSAvvv1/09				NULL									
EU220296	EU220296	EU220296	9		BTV-16/TUR2000/01				Turkey									
EU220297	EU220297	EU220297	9		BTV-23/IND2004/08				India									
EU422952	EU422952	EU422952	6		ALG2006/01				Algeria								1	
EU422953	EU422953	EU422953	6		MOR2006/06				Morocco								1	
EU427465	EU427465	EU427465	2		Mahaboob Nagar		Ovis aries		India								2	
EU427466	EU427466	EU427466	2		Tirupati		Ovis aries		India								2	
EU443927	EU443927	EU443927	6		Hisar				India								1	
EU443928	EU443928	EU443928	6		Avikanagar				India								1	
EU443929	EU443929	EU443929	6		Sirsa3				India								1	
EU450660	EU450660	EU450660	10		70621		Bos taurus		Switzerland								8	
EU450661	EU450661	EU450661	10		80022		Bos taurus		Switzerland								8	
EU450662	EU450662	EU450662	10		BH141/7		Bos taurus		Germany								8	
EU450663	EU450663	EU450663	10						South Africa								8	
EU498674	EU498674	EU498674	2		BTV1/PT/29058/07		Ovis aries		Portugal		2007						1	
EU498675	EU498675	EU498675	7		BTV1/PT/29058/07		Ovis aries		Portugal		2007						1	
EU498676	EU498676	EU498676	10		BTV1/PT/29058/07		Ovis aries		Portugal		2007						1	
EU625361	EU625361	EU625361	2		ALG2006/01		NULL		Algeria								1	
EU625362	EU625362	EU625362	2		MOR2006/06		NULL		Morocco								1	
EU839840	EU839840	EU839840	2		TOV		Capra hircus		Switzerland		2007		DEC		14		25	
EU839841	EU839841	EU839841	5		TOV		Capra hircus		Switzerland		2007		DEC		14		25	
EU839842	EU839842	EU839842	6		TOV		Capra hircus		Switzerland		2007		DEC		14		25	
EU839843	EU839843	EU839843	7		TOV		Capra hircus		Switzerland		2007		DEC		14		25	
EU839844	EU839844	EU839844	8		TOV		Capra hircus		Switzerland		2007		DEC		14		25	
EU839845	EU839845	EU839845	9		TOV		Capra hircus		Switzerland		2007		DEC		14		25	
EU839846	EU839846	EU839846	10		TOV		Capra hircus		Switzerland		2007		DEC		14		25	
EU880280	EU880280	EU880280			IND/2007/04/BT1				India									
EU880281	EU880281	EU880281			IND/2007/04/BT2				India									
EU880282	EU880282	EU880282			IND/2007/04/BT3				India									
EU880283	EU880283	EU880283			IND/2007/04/BT4				India								1	
EU880284	EU880284	EU880284			IND/2007/04/BT5				India									
EU880286	EU880286	EU880286			IND/2007/04/BT6		Ovis aries		India									
EU880287	EU880287	EU880287			IND/2007/04/BT10		Ovis aries		India									
EU880288	EU880288	EU880288			IND/2007/04/BT7		Ovis aries		India									
EU880289	EU880289	EU880289			IND/2007/04/BT8		Ovis aries		India									
EU880290	EU880290	EU880290			IND/2007/04/BT9		Ovis aries		India									
EU880291	EU880291	EU880291			IND/2007/04/BTONG5		Ovis aries		India									
EU880292	EU880292	EU880292			IND/2007/04/BT11H1		Ovis aries		India								1	
FJ004985	FJ004985	FJ004985	7		1/ED/TN/INDIA		Ovis aries		India		2006							
FJ004986	FJ004986	FJ004986	7		2/SLM/TN/INDIA		Ovis aries		India		2005							
FJ004987	FJ004987	FJ004987	7		3/TCD/TN/INDIA		Ovis aries		India		2006							
FJ183374	FJ183374	FJ183374							Netherlands								8	
FJ183375	FJ183375	FJ183375							Netherlands								8	
FJ183376	FJ183376	FJ183376							Netherlands								8	
FJ183377	FJ183377	FJ183377							Netherlands								8	
FJ183378	FJ183378	FJ183378							Netherlands								8	
FJ183379	FJ183379	FJ183379							Netherlands								8	
FJ183380	FJ183380	FJ183380							Netherlands								8	
FJ183381	FJ183381	FJ183381							Netherlands								8	
FJ183382	FJ183382	FJ183382							Netherlands								8	
FJ183383	FJ183383	FJ183383							Netherlands								8	
FJ437557	FJ437557	FJ437557	2		btv1/07-01		Ovis aries		France		2007						1	
FJ437558	FJ437558	FJ437558	7		btv1/07-01		Ovis aries		France		2007						1	
FJ437559	FJ437559	FJ437559	8		btv1/07-01		Ovis aries		France		2007						1	
FJ437560	FJ437560	FJ437560	9		btv1/07-01		Ovis aries		France		2007						1	
FJ437561	FJ437561	FJ437561	10		btv1/07-01		Ovis aries		France		2007						1	
FJ437562	FJ437562	FJ437562	7		El Bayadh		Ovis aries		Algeria		2006						1	
FJ437563	FJ437563	FJ437563	9		El Bayadh		Ovis aries		Algeria		2006						1	
FJ440679	FJ440679	FJ440679	8		El Bayadh		Ovis aries		Algeria		2006						1	
FJ713316	FJ713316	FJ713316															1	
FJ713317	FJ713317	FJ713317															2	
FJ713318	FJ713318	FJ713318															3	
FJ713319	FJ713319	FJ713319															4	
FJ713320	FJ713320	FJ713320															5	
FJ713321	FJ713321	FJ713321															6	
FJ713322	FJ713322	FJ713322															7	
FJ713323	FJ713323	FJ713323															8	
FJ713324	FJ713324	FJ713324															9	
FJ713325	FJ713325	FJ713325															12	
FJ713326	FJ713326	FJ713326															14	
FJ713327	FJ713327	FJ713327															15	
FJ713328	FJ713328	FJ713328															16	
FJ713329	FJ713329	FJ713329															18	
FJ713330	FJ713330	FJ713330															19	
FJ713331	FJ713331	FJ713331															20	
FJ713332	FJ713332	FJ713332															21	
FJ713333	FJ713333	FJ713333															22	
FJ713334	FJ713334	FJ713334															23	
FJ713335	FJ713335	FJ713335															24	
FJ713336	FJ713336	FJ713336															1	
FJ713337	FJ713337	FJ713337															2	
FJ713338	FJ713338	FJ713338															3	
FJ713339	FJ713339	FJ713339															4	
FJ713340	FJ713340	FJ713340															5	
FJ713341	FJ713341	FJ713341															6	
FJ713342	FJ713342	FJ713342															7	
FJ713343	FJ713343	FJ713343															8	
