sequence_id	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells	pmid_reference	alt_reference	alt_reference_url
JF443163	field	Guntur-Andhra Pradesh	blood	E3BHK2	Mammalian	22258368		
JF443164	field	Guntur-Andhra Pradesh	blood	E3BHK2	Mammalian	22258368		
JF443165	field	Guntur-Andhra Pradesh	blood	E3BHK2	Mammalian	22258368		
JF443166	field	Guntur-Andhra Pradesh	blood	E3BHK2	Mammalian	22258368		
JF443167	field	Guntur-Andhra Pradesh	blood	E3BHK2	Mammalian	22258368		
JF443168	field	Khamman-Andhra Pradesh		E3BHK?	Mammalian	22258368		
JF443169	field	Khamman-Andhra Pradesh		E3BHK?	Mammalian	22258368		
JF727655	field	Nalgonda-Andhra Pradesh	blood	BHK?	Mammalian	22032621		
JF747592	field	Karim Nagar-Andhra Pradesh	blood	E3BHK3	Mammalian	22350945		
JF768738	field	Karim Nagar-Andhra Pradesh		E3BHK3	Mammalian	22350945		
JF768739	field	Karim Nagar-Andhra Pradesh		E3BHK3	Mammalian	22350945		
JF776369	field	Karim Nagar-Andhra Pradesh		E3BHK3	Mammalian			
JF815523	field		blood					
JF899598	field		blood					
JF969307	field		blood					
JF980714	field		blood					
JN003580	field	Martinique	blood					
JN003581	field	Martinique						
JN003582	field	Martinique						
JN006965	field							
JN106018	field	Andhra Pradesh	blood					
JN106019	field	Andhra Pradesh	blood					
JN106020	field	Mahaboobnagar-Andhra Pradesh	blood					
JN106021	field	Andhra Pradesh	blood					
JN106022	field	Krishna-Andhra Pradesh	blood					
JN106023	field	Chitoor-Andhra Pradesh	blood					
JN106024	field	West Godawari-Andhra Pradesh	blood					
JN106025	field	Andhra Pradesh	blood					
JN106026	field	Andhra Pradesh	blood					
JN108882	field	Nalgonda-Andhra Pradesh				22032621		
JN108883	field	Nalgonda-Andhra Pradesh				22032621		
JN162682	field							
JN162683	field							
JN162684	field							
JN162685	field							
JN162686	field							
JN255156	field	Abdali	blood	E1BHK2	Mammalian	22031822		
JN255157	field	Abdali	blood	E1BHK2	Mammalian	22031822		
JN255158	field	Abdali	blood	E1BHK2	Mammalian	22031822		
JN255159	field	Abdali	blood	E1BHK2	Mammalian	22031822		
JN255160	field	Abdali	blood	E1BHK2	Mammalian	22031822		
JN255161	field	Abdali	blood	E1BHK2	Mammalian	22031822		
JN255162	field	Abdali	blood	E1BHK2	Mammalian	22031822		
JN255862	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255863	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255864	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255865	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255866	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255867	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255868	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255869	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255870	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255871	field	Sardinia	spleen	E1V1BHK3BSR1	Mammalian	21865388		
JN255872	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255873	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255874	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255875	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255876	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255877	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255878	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255879	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255880	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255881	field	Sardinia	spleen	E1V1BHK55PP2BSR1	Mammalian	21865388		
JN255882	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255883	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255884	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255885	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255886	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255887	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255888	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255889	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255890	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255891	field	Sardinia	blood	E1V1BHK1BSR1	Mammalian	21865388		
JN255892	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255893	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255894	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255895	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255896	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255897	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255898	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255899	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255900	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255901	field	Sardinia	blood	E1V1BHK73PP2BSR1	Mammalian	21865388		
JN255902	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255903	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255904	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255905	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255906	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255907	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255908	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255909	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255910	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255911	field	Calabria	blood	E1V2BSR1	Mammalian	21865388		
JN255912	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255913	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255914	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255915	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255916	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255917	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255918	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255919	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255920	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255921	field	Calabria	blood	E1V37PP2BSR1	Mammalian	21865388		
JN255922	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255923	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255924	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255925	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255926	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255927	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255928	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255929	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255930	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255931	reference	Transvaal		?E2BHK4V6BSR1	Mammalian	21865388		
JN255932	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255933	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255934	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255935	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255936	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255937	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255938	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255939	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255940	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255941	vaccine			E50-70PP3BHK?BSR1	Mammalian	21865388		
JN255942	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255943	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255944	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255945	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255946	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255947	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255948	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255949	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255950	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255951	vaccine	Cape Province		E50-70PP3BHK9BSR1	Mammalian	21865388		
JN255952	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255953	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255954	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255955	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255956	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255957	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255958	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255959	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255960	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255961	reference	Transvaal		?E20V1BSR1	Mammalian	21865388		
JN255962	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN255963	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN255964	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN255965	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN255966	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN255967	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN255968	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN255969	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN255970	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN255971	vaccine	Transvaal		E70BHK2PP1BHK3PP7BHK6BSR1	Mammalian	21865388		
JN544065	field							
JN544066	field							
JN544067	field							
JN544068	field							
JN544069	field							
JN544070	field							
JN544071	field							
JN544073	field							
JN544074	field							
JN544075	field							
JN544076	field							
JN546195	field							
JN546196	field							
JN546197	field							
JN546198	field							
JN546199	field							
JN546200	field							
JN546202	field							
JN546203	field							
JN546204	field							
JN546205	field							
JN546206	field							
JN546207	field							
JN546208	field							
JN546209	field							
JN546210	field							
JN546211	field							
JN558348	field	LRS Jasdan-Gujarat	Culicoides oxystoma			22151923		
JN558349	field	LRS Sardarkrushinagar-Gujarat	Culicoides oxystoma			22151923		
JN564041	field							
JN564042	field							
JN564043	field							
JN564044	field							
JN572916	field	Andhra Pradesh				23353779		
JN572917	field	Andhra Pradesh				23353779		
JN572918	field	Andhra Pradesh				23353779		
JN579709	field	Andhra Pradesh						
JN579710	field	Andhra Pradesh						
JN613126	field	Andhra Pradesh				23353779		
JN635334	field					22285887		
JN671906	field	Yunnan	blood			22106384		
JN671907	field	Yunnan	blood			22106384		
JN671908	field	Yunnan	blood			22106384		
JN671909	field	Yunnan	blood			22106384		
JN671910	field	Yunnan	blood			22106384		
JN671911	field	Yunnan	blood			22106384		
JN671912	field	Yunnan	blood			22106384		
JN671913	field	Yunnan	blood			22106384		
JN671914	field	Yunnan	blood			22106384		
JN671915	field	Yunnan	blood			22106384		
JN704634	field	Andhra Pradesh						
JN704635	field	Andhra Pradesh						
JN848759	field	Yunnan	blood			22205723		
JN848760	field	Yunnan	blood			22205723		
JN848761	field	Yunnan	blood			22205723		
JN848762	field	Yunnan	blood			22205723		
JN848763	field	Yunnan	blood			22205723		
JN848764	field	Yunnan	blood			22205723		
JN848765	field	Yunnan	blood			22205723		
JN848766	field	Yunnan	blood			22205723		
JN848767	field	Yunnan	blood			22205723		
JN848768	field	Yunnan	blood			22205723		
JN881985	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JN881986	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JN881987	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JN881988	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JN881989	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JN881990	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JN881991	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JN881992	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JN881993	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JN881994	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	22514341		
JQ037800	field		blood					
JQ037801	field		blood					
JQ037802	field		blood					
JQ037803	field		blood					
JQ037804	field		blood					
JQ037805	field		blood					
JQ037806	field		blood					
JQ037807	field		blood					
JQ037808	field		blood					
JQ037809	field		blood					
JQ037810	field		blood					
JQ037811	field		blood					
JQ037812	field		blood					
JQ037813	field	Andhra Pradesh	blood					
JQ080436	field	Andhra Pradesh	blood					
JQ080437	field	Andhra Pradesh	blood					
JQ086221	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086222	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086223	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086224	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086225	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086226	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086227	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086228	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086229	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086230	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK6BSR4	Mammalian	22514341		
JQ086231	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086232	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086233	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086234	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086235	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086236	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086237	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086238	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086239	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086240	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories		E2SV2BSR1	Mammalian	22514341		
JQ086241	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086242	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086243	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086244	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086245	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086246	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086247	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086248	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086249	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086250	field	Douglas Daly-Northern Territory	blood	BSR3	Mammalian	22514341		
JQ086251	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086252	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086253	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086254	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086255	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086256	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086257	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086258	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086259	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086260	field	Beatrice Hill-Northern Territory	Culicoides spp	MOUSE1BHK17	Mammalian	22514341		
JQ086261	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086262	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086263	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086264	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086265	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086266	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086267	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086268	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086269	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086270	field	Victoria River Research station-Northen territory	blood	BHK3BSR2	Mammalian	22514341		
JQ086271	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086272	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086273	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086274	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086275	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086276	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086277	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086278	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086279	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086280	field	Tortilla Flats, Northen Territory	blood	BHK6V2BHK3MOUSE3BSR2	Mammalian	22514341		
JQ086281	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1S2E1BHK4	Mammalian	22514341		
JQ086282	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1S2E1BHK4	Mammalian	22514341		
JQ086283	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1S2E1BHK4	Mammalian	22514341		
JQ086284	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1S2E1BHK4	Mammalian	22514341		
JQ086285	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1S2E1BHK4	Mammalian	22514341		
JQ086286	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1S2E1BHK4	Mammalian	22514341		
